"seed","dgp_mse","dgp_r_mse","deepgp_mse","hetgp_mse","dgp_logs","dgp_r_logs","deepgp_logs","hetgp_logs","dgp_time","dgp_r_time","deepgp_time","hetgp_time"
15,1.50504641377758e-05,1.62827567181648e-05,2.64496052052339e-05,1.68182860701748e-05,-130.14024949199,-157.513592029837,-155.875615792647,-181.357225014896,25.82,28.805,441.884,0.0910000000000082
19,1.33688783437451e-05,1.43930639806036e-05,1.86996067798297e-05,1.18379210624875e-05,-135.960778123315,-153.929409023997,-164.924517328083,-184.544084297446,16.48,14.711,297.076,0.0439999999999827
17,1.15533043804545e-05,1.37235775293069e-05,2.14151741675477e-05,5.80591738224472e-06,-134.529558978665,-153.478737830449,-161.701403490386,-194.340543888204,28.571,23.936,388.526,0.37299999999999
20,2.05433935507764e-05,1.98154567064406e-05,2.37046984183303e-05,1.42525882141479e-05,-125.897295468301,-150.628288175178,-159.412606400947,-188.536566665537,24.775,25.702,394.141,0.0679999999999836
18,2.19231135383682e-05,2.47059549946174e-05,3.94752093142979e-05,2.1186540882682e-05,-129.902663155831,-153.60043182244,-143.241448421579,-178.83207762176,27.087,25.353,428.373,0.0620000000000118
16,1.6017687021229e-05,1.56011046093695e-05,3.01336626590745e-05,1.452053459167e-05,-127.363325407842,-152.289048370675,-151.432176486729,-182.132920622846,23.635,24.256,435.386,0.100999999999999
12,1.21612543366668e-05,1.2894556075634e-05,2.42263001445127e-05,1.12447960235643e-05,-139.074785884549,-172.785462515405,-155.648360902034,-190.351711879948,26.139,26.29,379.318,0.312999999999988
4,8.52798598409362e-06,1.14592738373401e-05,1.74478180917884e-05,5.35747052914767e-06,-128.170950810957,-173.712163021487,-166.385420633664,-194.277793866037,24.937,26.896,400.003,0.0950000000000273
5,2.03930461707513e-05,2.22374474662743e-05,2.88643716335777e-05,2.0475054678416e-05,-133.414113708203,-164.496905763119,-152.508117434107,-182.401414196889,25.816,26.988,421.464,0.363
700000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1.91649158192724e-05,2.04260794533751e-05,3.0047692679186e-05,2.13965082312904e-05,-129.025197468614,-166.24002771163,-149.568252890581,-177.901046724639,24.936,26.8,423.092,0.0609999999999786
11,1.54852713384016e-05,1.60061631193029e-05,2.33221768115442e-05,1.75266556278591e-05,-137.561419206522,-171.140163626606,-158.448025174693,-186.583889768267,28.847,23.72,425.373,0.0910000000000082
2,3.78258869833982e-05,3.29324150650444e-05,3.71258639751061e-05,2.64688501955696e-05,-132.432171072069,-156.852440087541,-142.596996089532,-176.430546222017,27.329,24.135,434.854,0.0780000000000314
20,2.05433935507764e-05,2.04890894251837e-05,2.26700934169891e-05,1.42525882141479e-05,-125.897295468301,-167.393965590595,-160.570653722066,-188.536566665537,15.326,16.801,282.416,0.0330000000000155
1,3.12927157967486e-05,3.01027230222375e-05,4.16799403465746e-05,2.85111154306853e-05,-131.240331109378,-154.520082671765,-138.21258279867,-174.845648127825,25.489,27.436,448.762,0.0550000000000068
15,1.50504641377758e-05,1.69144337258879e-05,2.79496509316664e-05,1.68182860701748e-05,-130.14024949199,-168.873932156284,-154.240383287918,-181.357225014896,25.899,23.574,393.051,0.0919999999999845
3,7.6893096861044e-06,1.4139400059202e-05,2.03612400987754e-05,9.87905919225008e-06,-129.423417510417,-171.696868320726,-163.054987472171,-190.692079339497,24.609,25.795,461.979,0.0979999999999563
8,1.39979695291973e-05,1.65664429082753e-05,2.89364663345223e-05,1.58985791301162e-05,-131.860844550849,-169.196392918303,-153.780819992782,-183.45091738858,26.177,27.863,460.069,0.0890000000000555
13,2.14494532588184e-05,2.90378497653417e-05,3.84097270640446e-05,1.76677132987412e-05,-126.103696231994,-161.239890416185,-142.547504226673,-181.273903894109,23.797,25.346,465.671,0.0589999999999691
16,1.6017687021229e-05,1.81671968592881e-05,2.97719142097919e-05,1.452053459167e-05,-127.363325407842,-168.848165884062,-151.978707507639,-182.132920622846,23.445,25.476,403.127,0.0900000000000318
7,2.03421048892584e-05,2.09738004414173e-05,2.40304794310852e-05,1.96469861156959e-05,-127.974565161439,-165.607866663294,-157.976847057344,-176.252810999297,27.326,29.496,462.756,0.0739999999999554
9,9.11641640796553e-06,1.03930131799924e-05,1.5182664619733e-05,9.2512685723716e-06,-128.112596916157,-174.751200909444,-169.053594996659,-189.087618793323,25.357,27.515,470.282,0.278999999999996
10,1.45419230962693e-05,1.89380062723969e-05,2.6846287652449e-05,1.52171160698554e-05,-129.144245726209,-167.153098071122,-154.245431634014,-184.649072233494,24.417,25.839,475.238,0.364000000000033
17,1.15533043804545e-05,1.59993124326136e-05,2.03146989694396e-05,5.80591738224472e-06,-134.529558978665,-171.523702211591,-163.007403161843,-194.340543888204,28.895,24.677,458.947,0.367000000000075
18,2.19231135383682e-05,2.63125817090281e-05,3.90355542497164e-05,2.1186540882682e-05,-129.902663155831,-162.214134305884,-143.099670241508,-178.83207762176,27.137,24.256,418.805,0.0620000000000118
19,1.33688783437451e-05,1.52305229144923e-05,1.8602359465048e-05,1.18379210624875e-05,-135.960778123315,-170.935571115559,-165.03911212054,-184.544084297446,26.819,24.375,436.293,0.0779999999999745
