"seed","dgp_mse","dgp_r_mse","deepgp_mse","hetgp_mse","dgp_logs","dgp_r_logs","deepgp_logs","hetgp_logs","dgp_time","dgp_r_time","deepgp_time","hetgp_time"
15,5.90051608752455e-05,6.13922534007793e-05,7.18585676350195e-05,5.42857299127882e-05,-125.131026294197,-137.154480286908,-117.486745984388,-157.044528093653,26.089,26.948,175.871,0.192000000000007
11,3.25165348372871e-05,2.33496800767354e-05,3.39780220565598e-05,2.07135777763518e-05,-130.008382306497,-148.951767019362,-145.317969247503,-168.15784820739,23.572,27.298,180.105,0.0569999999999879
14,2.06407656258842e-05,2.20468470372184e-05,2.4155111968723e-05,2.08610038866116e-05,-134.770690587696,-142.214303345474,-158.893610316799,-158.258914919644,27.498,25.313,181.224,0.0529999999999973
20,7.41238775691422e-05,7.48882644831538e-05,8.89625398227295e-05,5.97506381979476e-05,-124.80016273968,-134.721099878694,-82.9394125410805,-154.637210677975,25.071,25.518,175.546,0.259000000000015
18,7.3084590660537e-05,6.91498572804455e-05,6.51952087517087e-05,5.30990362579776e-05,-127.618849595873,-137.965078375233,-115.123763076976,-150.065253223245,26.616,27.03,175.825,0.0720000000000027
19,4.49757189531516e-05,3.95548440455864e-05,3.39999211304909e-05,3.30036650714958e-05,-132.885658115504,-144.134465848702,-146.702051728675,-153.386052177158,26.99,27.39,175.982,0.0430000000000064
2,5.27167030660798e-05,5.72158047980442e-05,8.14526470481825e-05,4.85517795911516e-05,-126.835497167965,-142.800574982513,-106.551760393045,-152.076091629744,24.937,27.145,180.325,0.0409999999999968
1,3.08998461007242e-05,3.28824646991199e-05,3.61508476587491e-05,2.78620470783521e-05,-133.86803538993,-153.345856754204,-144.115810751165,-160.82970060923,28.243,24.92,183.347,0.0980000000000132
6,6.37263502174474e-05,7.45268419655578e-05,7.05049291210558e-05,4.12200979906612e-05,-125.840940387331,-140.395695539793,-101.835887860713,-149.098607804253,15.344,15.973,115.355,0.0279999999999916
5,6.68094178435243e-05,6.49867674892701e-05,6.98071723055416e-05,4.61566871339083e-05,-130.934856599288,-141.61476335235,-98.144082773714,-149.281865968664,25.818,25.788,157.915,0.0699999999999932
4,4.70346554368575e-05,4.4961715783881e-05,5.07357456708887e-05,4.06094442085901e-05,-126.616207976135,-147.520898641193,-129.874815256656,-163.159908100767,23.908,25.005,171.671,0.0919999999999845
3,6.68441474950741e-05,9.33133957168183e-05,7.05475303397122e-05,5.09014817453032e-05,-131.025202788088,-139.485532669411,-107.054325493335,-156.061650133691,28.32,27.832,171.567,0.070999999999998
7,0.00013795839819533,0.000151610107214681,0.000152648609546681,0.000136058971952425,-123.688905367056,-122.845303229384,21.481672737013,-148.325836096185,25.495,27.097,190.805,0.0579999999999927
16,3.18252502037364e-05,3.78125291853364e-05,3.34387387251379e-05,3.89234986244437e-05,-127.098378936147,-146.553751060832,-151.246987173534,-138.852640303037,28.528,24.5,154.657,0.0749999999999886
11,3.25165348372871e-05,3.88442691174813e-05,3.38103384322467e-05,2.07135777763518e-05,-130.008382306497,-150.874869559607,-145.096991236791,-168.15784820739,23.487,23.682,163.186,0.0570000000000164
12,3.19670634068292e-05,3.31431512683617e-05,3.46449918520289e-05,2.46507723611775e-05,-139.212381724502,-152.486314296303,-140.09340562223,-155.84736982547,25.77,26.428,163.87,0.0620000000000118
15,5.90051608752455e-05,6.07759229943411e-05,6.75353508942588e-05,5.42857299127882e-05,-125.131026294197,-143.654776083134,-120.894698677279,-157.044528093653,26.123,24.773,166.485,0.192000000000007
9,6.14558053241169e-05,6.95861449755456e-05,6.18737045041593e-05,3.84953198650738e-05,-125.326286132386,-143.883911176969,-117.005383523608,-165.875646553515,24.485,25.235,168.107,0.0559999999999832
17,5.73356848411805e-05,5.69407043137067e-05,5.38360725047015e-05,5.04405771270908e-05,-125.716512253762,-145.195613718233,-129.686345879191,-155.730789995289,23.238,23.715,169.564,0.0519999999999925
20,7.41238775691422e-05,9.58603782516774e-05,8.9736958407408e-05,5.97506381979476e-05,-124.80016273968,-133.408458516053,-82.2780769577749,-154.637210677975,25.038,29.489,164.26,0.260000000000019
19,4.49757189531516e-05,3.88065661367301e-05,3.41610239855799e-05,3.30036650714958e-05,-132.885658115504,-149.792499792067,-146.883192632553,-153.386052177158,27.037,26.394,165.732,0.0430000000000064
14,2.06407656258842e-05,2.24474432357416e-05,1.92139470350183e-05,2.08610038866116e-05,-134.770690587696,-154.229367158312,-164.600072302553,-158.258914919644,27.637,23.216,171.42,0.0599999999999739
8,4.49350137850161e-05,5.32164680094961e-05,5.3507430373802e-05,4.99990740049503e-05,-126.243488075127,-144.782519252582,-136.759152870374,-142.290950690873,25.599,26.507,174.04,0.0660000000000025
10,5.69675426713377e-05,5.8385371458427e-05,5.77695353416795e-05,4.02448927489694e-05,-127.145924588068,-144.081855377381,-117.371529540954,-153.912340455626,23.96,25.009,186.075,0.0510000000000161
13,0.000110421157815012,0.000104058059462375,0.000107748249132626,0.000100046715423452,-127.15817446172,-136.27847087297,-68.3241887321926,-150.170632966917,29.248,24.833,181.129,0.0679999999999836
18,7.3084590660537e-05,6.59743221896827e-05,6.79850628468684e-05,5.30990362579776e-05,-127.618849595873,-143.301653332772,-112.178228533949,-150.065253223245,26.574,26.87,183.696,0.0739999999999839
